frame,opening_ms,stage,focus_x,focus_z,height,pitch,yaw,fov,mission_ms
472,13,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
473,25,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
474,105,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
475,118,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
476,127,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
477,136,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
478,145,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
479,155,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
480,164,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
481,174,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
482,184,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
483,194,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
484,205,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
485,214,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
486,223,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
487,232,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
488,241,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
489,250,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
490,259,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
491,268,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
492,277,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
493,286,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
494,295,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
495,304,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
496,313,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
497,324,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
498,334,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
499,343,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
500,352,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
501,361,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
502,370,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
503,380,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
504,389,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
505,398,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
506,407,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
507,416,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
508,425,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
509,434,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
510,443,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
511,452,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
512,461,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
513,470,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
514,479,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
515,488,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
516,497,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
517,506,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
518,515,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
