frame,opening_ms,stage,focus_x,focus_z,height,pitch,yaw,fov,mission_ms
459,14,5,929.9968,401.9982,44.0000,40.0000,10.0000,36.0000,0
460,27,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
461,141,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
462,155,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
463,165,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
464,174,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
465,183,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
466,192,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
467,202,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
468,213,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
469,222,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
470,231,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
471,240,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
472,250,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
473,259,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
474,268,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
475,278,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
476,287,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
477,296,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
478,306,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
479,315,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
480,324,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
481,333,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
482,342,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
483,352,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
484,361,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
485,370,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
486,379,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
487,388,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
488,398,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
489,408,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
490,417,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
491,426,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
492,437,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
493,447,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
494,456,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
495,465,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
496,474,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
497,484,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
498,493,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
499,502,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
500,511,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
501,520,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
502,529,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
503,538,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
504,547,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
505,557,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
506,566,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
507,575,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
508,584,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
509,593,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
510,603,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
511,613,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
512,622,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
513,631,5,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
514,641,6,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,0
515,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,12
516,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,117
517,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,222
518,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,238
519,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,249
520,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,259
521,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,269
522,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,280
523,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,291
524,641,7,929.9920,401.9966,44.0000,40.0000,10.0000,36.0000,301
